iter	RMSE
245	0.1071179141
246	0.1069283856
247	0.1067779836
248	0.1067018231
249	0.1066030725
250	0.1065617925
251	0.1064250689
252	0.1062580537
253	0.1061017451
254	0.1060236734
255	0.1058664497
256	0.1058460306
257	0.1057779197
258	0.1057459867
259	0.1056592405
260	0.105632309
261	0.1055036119
262	0.1054227518
263	0.1052917332
264	0.105213292
265	0.1051468507
266	0.1050424896
267	0.1049822172
268	0.1048536518
269	0.1047387149
270	0.1046376999
271	0.1044361965
272	0.1043540907
273	0.1042564502
274	0.1041635245
275	0.1040719098
276	0.1039756208
277	0.1038697912
278	0.1037051649
279	0.1036801236
280	0.1036267004
281	0.1034975057
282	0.1033579973
283	0.1032976504
284	0.1031654623
285	0.1030908759
286	0.1030167357
287	0.1029577976
288	0.102886672
289	0.1028668131
290	0.10280268
291	0.1027587309
292	0.1026394598
293	0.1026253617
294	0.1025372976
295	0.102426305
296	0.1023306453
297	0.1022303702
298	0.1021641208
299	0.1021219351
300	0.10196705
301	0.101900601
302	0.1017498984
303	0.1016358007
304	0.101593176
305	0.1015105333
306	0.1014349987
307	0.10138774
308	0.1012713807
309	0.1011633753
310	0.1010581159
311	0.1009468584
312	0.1008823152
313	0.100748425
314	0.1006002744
315	0.1005478637
316	0.1004735584
317	0.100455553
318	0.1003766021
319	0.10020832
320	0.1001357933
321	0.1000769072
322	0.10002134
323	0.09994911711
324	0.09985594707
325	0.09975678635
326	0.09962674247
327	0.09946625241
328	0.09941253961
329	0.09934036795
330	0.09921473646
331	0.09910652465
332	0.0990333044
333	0.09897235155
334	0.09890083964
335	0.09886824201
336	0.09876913982
337	0.09867494709
338	0.09858910319
339	0.09852994321
340	0.09849441206
341	0.09840491924
342	0.09832720057
343	0.09825579105
344	0.09815945036
345	0.09813550704
346	0.09804625865
347	0.09795211512
348	0.09788053948
349	0.09786404029
350	0.09776407823
351	0.09765092086
352	0.09754733711
353	0.0974418347
354	0.09729299265
355	0.09716713848
356	0.0971253398
357	0.09702687899
358	0.09691073336
359	0.09684750134
360	0.09673675489
361	0.09670540425
362	0.09662616187
363	0.0965302173
364	0.09643865503
365	0.09633688635
366	0.09620626911
367	0.09613309617
368	0.09601296766
369	0.09595201027
370	0.09583043435
371	0.09581372792
372	0.09574366528
373	0.09566636119
374	0.09556261317
375	0.09554592421
376	0.09551402906
377	0.09535248836
378	0.09531151651
379	0.09521987177
380	0.09512865993
381	0.09497698518
382	0.09491468737
383	0.09485984349
384	0.09479590977
385	0.09478094258
386	0.09472494166
387	0.09462895536
388	0.09457316768
389	0.09445937381
390	0.09436118435
391	0.09427885407
392	0.09418692887
393	0.09412501319
394	0.09405961738
395	0.09401282056
396	0.09399419292
397	0.09391030173
398	0.09384552963
399	0.09377769504
400	0.09371720833
401	0.09363581936
402	0.09356076898
403	0.09341984853
404	0.093336637
405	0.0932815521
406	0.09319548217
407	0.09315920366
408	0.09309950065
409	0.09306156602
410	0.09295153486
411	0.09289918479
412	0.0928071334
413	0.09276620211
414	0.09271784679
415	0.09269157546
416	0.09261486545
417	0.0925387384
418	0.09250883509
419	0.09243335213
420	0.09235119716
421	0.09234414983
422	0.09223228662
423	0.09221245185
424	0.0921668396
425	0.0920814918
426	0.09207585281
427	0.09201050617
428	0.0919657637
429	0.09191715048
430	0.09184669679
431	0.091735676
432	0.09172588737
433	0.09167628272
434	0.09163184703
435	0.09150436852
436	0.09140814566
437	0.09133998579
438	0.09122224094
439	0.09113558113
440	0.09108489072
441	0.09104643202
442	0.09094093861
443	0.09090909953
444	0.09080333121
445	0.09073362101
446	0.09068984105
447	0.09058537196
448	0.09053804462
449	0.09048343774
450	0.09043221254
451	0.09034630135
452	0.09030413381
453	0.0902576377
454	0.09015749416
455	0.09014266687
456	0.09009091127
457	0.09002245053
458	0.08995914157
459	0.08989680224
460	0.08986315014
461	0.0897593224
462	0.08961774454
463	0.08956096095
464	0.08955436159
465	0.08946426653
466	0.08938152998
467	0.08930814808
468	0.08926471127
469	0.08923687426
470	0.08920288525
471	0.08913151672
472	0.08906995866
473	0.08902376228
474	0.08897571649
475	0.08893217397
476	0.08886293834
477	0.08881632011
478	0.08871844038
479	0.08863595586
480	0.08856243959
481	0.08852230527
482	0.08849078724
483	0.08846091014
484	0.08837689337
485	0.08831807897
486	0.08825202952
487	0.08816508504
488	0.088096425
489	0.08806001947
490	0.08796293749
491	0.08792466287
492	0.08789574186
493	0.08782792897
494	0.08777906318
495	0.08773840185
496	0.08765051821
497	0.08759973556
498	0.08754500307
499	0.08754139863
500	0.08746157091
501	0.087393177
502	0.08730980138
503	0.08723531633
504	0.08716908894
505	0.08712922551
506	0.08704986411
507	0.08698846981
508	0.08690594957
509	0.08684316681
510	0.08681239653
511	0.08669811106
512	0.08667754512
513	0.08661945934
514	0.0865569691
515	0.08648416988
516	0.08646765283
517	0.08636003352
518	0.08628312321
519	0.08618916379
520	0.08611500557
521	0.08605397692
522	0.08598036169
523	0.08590829483
524	0.08579024682
525	0.08575027422
526	0.08565681859
527	0.08559782176
528	0.08556026037
529	0.08547101709
530	0.08536271418
531	0.08526505202
532	0.08515442682
533	0.08514948133
534	0.08509635031
535	0.08504824466
536	0.08498612946
537	0.08493765552
538	0.08485959027
539	0.08479309843
540	0.08472954778
541	0.0846356315
542	0.08459676448
543	0.08454539136
544	0.08451436318
545	0.08448223511
546	0.08442717209
547	0.08439600226
548	0.08433417757
549	0.08429833992
550	0.08428895825
551	0.08419551701
552	0.08410390602
553	0.08405677075
554	0.08399268301
555	0.08396110391
556	0.08385300925
557	0.08379208459
558	0.08372589026
559	0.08369049696
560	0.08362299254
561	0.0835787825
562	0.08356044778
563	0.08348818712
564	0.08343286301
565	0.08333577301
566	0.08330113728
567	0.08324420054
568	0.08314409987
569	0.08308501599
570	0.08302061841
571	0.08295902545
572	0.08288218318
573	0.08281460133
574	0.08274484215
575	0.08265780515
576	0.08259860848
577	0.08249291556
578	0.08244693206
579	0.08239416658
580	0.08233041529
581	0.08218734416
582	0.08213601114
583	0.0820743694
584	0.08205935246
585	0.08199935721
586	0.08193344105
587	0.08192109688
588	0.08187978441
589	0.0817885419
590	0.081753004
591	0.0816921044
592	0.08164286683
593	0.08154683031
594	0.08147146043
595	0.08138782906
596	0.08134098083
597	0.08127544253
598	0.08121960129
599	0.08114240868
600	0.08109813812
601	0.08107872494
602	0.08102733809
603	0.08101922736
604	0.08099692904
605	0.08093098629
606	0.08087263174
607	0.08081417024
608	0.08068792386
609	0.0806493269
610	0.08061011921
611	0.0805211632
612	0.08051745582
613	0.08045583127
614	0.08036097356
615	0.08030307259
616	0.08019984709
617	0.08016061473
618	0.0801136883
619	0.08010913535
620	0.08003335213
621	0.07998804481
622	0.07989686283
623	0.0797283313
624	0.07971647944
625	0.07967336973
626	0.0796157034
627	0.07953019211
628	0.0794478924
629	0.07939137625
630	0.07931799671
631	0.07925598487
632	0.0792055284
633	0.07914269911
634	0.07905995585
635	0.07903653625
636	0.07893862074
637	0.07887630821
638	0.0788194065
639	0.07878241771
640	0.07871067096
641	0.07865202737
642	0.07860628979
643	0.07854032203
644	0.07845695485
645	0.07840423549
646	0.07829085564
647	0.07823637014
648	0.07817490193
649	0.07810097076
650	0.07806602032
651	0.07800075629
652	0.07793118647
653	0.07789708984
654	0.07784603269
655	0.07776392148
656	0.07767318202
657	0.07763564036
658	0.07756143412
659	0.07752677417
660	0.07742599599
661	0.0773649823
662	0.07732071699
663	0.07726180286
664	0.07718860855
665	0.07713810738
666	0.07710477442
667	0.07700698966
668	0.07694485447
669	0.07689240362
670	0.07683669823
671	0.0767827767
672	0.07672569879
673	0.07664210706
674	0.07658473306
675	0.076474941
676	0.07643179012
677	0.0763676701
678	0.07631843988
679	0.0762853535
680	0.07622956369
681	0.07622419355
682	0.07617391804
683	0.07613335801
684	0.07608471697
685	0.07599701722
686	0.07597013058
687	0.0759304378
688	0.07591892196
689	0.07586114775
690	0.07582780554
691	0.07577380865
692	0.0757111679
693	0.07563881942
694	0.07559035669
695	0.07556167769
696	0.07554702263
697	0.07551795767
698	0.07547579509
699	0.0754598944
700	0.07541233831
701	0.07536327617
702	0.07517925529
703	0.07510577814
704	0.07503948923
705	0.07499591327
706	0.07493692474
707	0.07486566791
708	0.0748415665
709	0.07479414839
710	0.07475171491
711	0.07469396118
712	0.07463933047
713	0.07459046171
714	0.07454257882
715	0.07450927065
716	0.07443340062
717	0.07437037599
718	0.07428901924
719	0.07424851365
720	0.07420897131
721	0.07419513916
722	0.07417685022
723	0.07410086066
724	0.07405714878
725	0.07404385624
726	0.07398358492
727	0.07392236475
728	0.07384971858
729	0.07382766922
730	0.07382124427
731	0.07378586332
732	0.07373377238
733	0.07370884268
734	0.07365276031
735	0.07359506058
736	0.07356233971
737	0.0735004697
738	0.07346205241
739	0.07342181524
740	0.07333784031
741	0.07329469822
742	0.07323610939
743	0.07319252465
744	0.07316268819
745	0.073098799
746	0.07303470432
747	0.07302827886
748	0.07296971214
749	0.07292916547
750	0.07287670481
751	0.07283836853
752	0.07280483685
753	0.0727578029
754	0.07267187739
755	0.07260228673
756	0.07255771986
757	0.0724854993
758	0.07243862529
759	0.07243455955
760	0.07238699542
761	0.07234911479
762	0.07232429021
763	0.07225321398
764	0.07220000875
765	0.07217227625
766	0.07211177778
767	0.07206517185
768	0.07198317551
769	0.0719071597
770	0.07187051813
771	0.0718266751
772	0.07179412875
773	0.07176208249
774	0.07173273308
775	0.07167602862
776	0.07161596815
777	0.07157163477
778	0.0715225321
779	0.07147128908
780	0.07143358666
781	0.0713715779
782	0.07132042338
783	0.0712986608
784	0.07124246829
785	0.0712056994
786	0.07117160368
787	0.07109960265
788	0.07106029686
789	0.07101681454
790	0.07094503323
791	0.07091521126
792	0.07087907959
793	0.07082271963
794	0.07081084699
795	0.07076217246
796	0.07071899032
797	0.07067742603
798	0.07064813021
799	0.07064329632
800	0.07062683594
801	0.07054667721
802	0.07048361432
803	0.07044346586
804	0.07041480061
805	0.07035926028
806	0.07034072791
807	0.07031363948
808	0.0702728268
809	0.07019533151
810	0.07012386246
811	0.07009799614
812	0.07006844063
813	0.0700501489
814	0.0700126312
815	0.06994165422
816	0.06989366932
817	0.06984138618
818	0.06979871644
819	0.06974615266
820	0.06969647004
821	0.06966803074
822	0.06961711437
823	0.06960779203
824	0.06955453419
825	0.0695170209
826	0.06951153554
827	0.06942667528
828	0.06937592712
829	0.06930709399
830	0.06924724738
831	0.06922576322
832	0.06917728541
833	0.06911100004
834	0.0690209814
835	0.06899835455
836	0.06893771408
837	0.06886166681
838	0.06879801997
839	0.06875600547
840	0.06872093708
841	0.06862414302
842	0.06858932034
843	0.0685527873
844	0.06852036737
845	0.06846740009
846	0.06845184019
847	0.06839986412
848	0.06834325493
849	0.06830008183
850	0.06825298361
851	0.06819712055
852	0.0681112857
853	0.06808932377
854	0.0680456446
855	0.06801214362
856	0.06797894589
857	0.06792060337
858	0.06789214025
859	0.06782656956
860	0.06781974695
861	0.06779882984
862	0.06777387629
863	0.06774590299
864	0.06773275952
865	0.06771032699
866	0.06767330605
867	0.06762400812
868	0.06759316872
869	0.06753445712
870	0.06749102627
871	0.06743032547
872	0.06738101152
873	0.06732726386
874	0.06729268503
875	0.06721984127
876	0.06719545539
877	0.0671609764
878	0.06715569124
879	0.06709004978
880	0.06705800967
881	0.06698068252
882	0.06692510736
883	0.06687442866
884	0.06684685179
885	0.06680652775
886	0.06677741128
887	0.06676794395
888	0.06674667502
889	0.06673305806
890	0.06669545167
891	0.06667338967
892	0.06660097895
893	0.06656892107
894	0.0665499705
895	0.06644019009
896	0.0664089747
897	0.06635568591
898	0.06634593901
899	0.06626865505
900	0.06624416146
901	0.06618814382
902	0.06616309473
903	0.06612853869
904	0.06612106619
905	0.06609909511
906	0.06604941768
907	0.06602921455
908	0.06599940949
909	0.06595659693
910	0.06593858627
911	0.06586081174
912	0.06581436174
913	0.06575033776
914	0.06566772188
915	0.06559260067
916	0.06558437765
917	0.06553647385
918	0.06546819554
919	0.06544516323
920	0.06541168426
921	0.06538152181
922	0.06534219267
923	0.06531958692
924	0.06531490618
925	0.06527246908
926	0.06522511594
927	0.06520717288
928	0.0651896486
929	0.06513328531
930	0.06506667574
931	0.06502755375
932	0.06500831
933	0.06494027346
934	0.06491733853
935	0.06489302158
936	0.06485338888
937	0.06479389441
938	0.06475491657
939	0.06472815037
940	0.06469571759
941	0.06465662461
942	0.06462244818
943	0.06457096921
944	0.06456034034
945	0.06449027741
946	0.0644678424
947	0.06442446707
948	0.06439839729
949	0.06436412697
950	0.06436174123
951	0.06432503564
952	0.06428237131
953	0.06423256416
954	0.06417814453
955	0.06415057003
956	0.0641053947
957	0.06407017667
958	0.06399124442
959	0.06395328245
960	0.06393562887
961	0.0638796604
962	0.06386667004
963	0.06382494194
964	0.06377477346
965	0.06375551396
966	0.06372346688
967	0.06369538508
968	0.06364951935
969	0.06361367079
970	0.06359354287
971	0.0635696815
972	0.06353135384
973	0.063509273
974	0.0634887252
975	0.06343094753
976	0.0633706876
977	0.06332879793
978	0.06330217258
979	0.0632721401
980	0.06325063034
981	0.0632353994
982	0.06321508268
983	0.06318661853
984	0.06313771447
985	0.0631357539
986	0.06310092503
987	0.06307153008
988	0.06304480008
989	0.06301227573
990	0.0630003278
991	0.06298908766
992	0.06294885179
993	0.06290620654
994	0.0628375466
995	0.06279386751
996	0.06272452681
997	0.06271289468
998	0.06266730098
999	0.06263853711
